ip,app,device,os,channel,click_time,attributed_time,download_time,is_attributed
46454,3,1,13,489,2017-11-09 12:29:05,2017-11-09 12:53:59,0 days 00:24:54.000000000,1
355966,26,1,15,121,2017-11-07 01:51:09,2017-11-07 04:11:07,0 days 02:19:58.000000000,1
115892,8,1,16,145,2017-11-08 19:11:25,2017-11-09 00:12:58,0 days 05:01:33.000000000,1
64345,21,1,17,232,2017-11-09 06:23:57,2017-11-09 06:28:23,0 days 00:04:26.000000000,1
42936,3,1,19,130,2017-11-08 03:57:57,2017-11-08 03:58:47,0 days 00:00:50.000000000,1
48919,9,1,17,334,2017-11-09 01:48:49,2017-11-09 01:49:22,0 days 00:00:33.000000000,1
39361,3,1,13,409,2017-11-07 01:17:01,2017-11-07 01:17:31,0 days 00:00:30.000000000,1
65201,25,1,28,259,2017-11-07 11:39:19,2017-11-07 12:15:13,0 days 00:35:54.000000000,1
48212,2,1,3,237,2017-11-08 04:36:22,2017-11-08 06:41:46,0 days 02:05:24.000000000,1
93976,24,1,19,105,2017-11-07 01:50:36,2017-11-07 05:59:16,0 days 04:08:40.000000000,1
10434,3,1,20,442,2017-11-07 04:17:45,2017-11-07 04:23:40,0 days 00:05:55.000000000,1
154928,3,1,19,317,2017-11-08 10:57:48,2017-11-08 11:02:42,0 days 00:04:54.000000000,1
113134,21,1,18,232,2017-11-08 05:51:13,2017-11-08 05:51:50,0 days 00:00:37.000000000,1
92735,12,1,36,326,2017-11-09 00:47:44,2017-11-09 00:49:00,0 days 00:01:16.000000000,1
5314,183,3543,748,347,2017-11-07 12:33:32,2017-11-07 14:44:21,0 days 02:10:49.000000000,1
87568,9,1,18,334,2017-11-09 14:45:34,2017-11-09 15:09:25,0 days 00:23:51.000000000,1
26411,12,1,22,259,2017-11-09 14:42:22,2017-11-09 14:42:54,0 days 00:00:32.000000000,1
5348,12,1,19,205,2017-11-09 13:11:36,2017-11-09 13:53:35,0 days 00:41:59.000000000,1
167208,21,1,19,128,2017-11-08 14:13:03,2017-11-08 14:13:34,0 days 00:00:31.000000000,1
73487,1,2,13,153,2017-11-07 08:27:11,2017-11-07 08:27:44,0 days 00:00:33.000000000,1
25705,9,1,19,127,2017-11-09 00:00:40,2017-11-09 00:04:25,0 days 00:03:45.000000000,1
111780,11,1,30,487,2017-11-07 04:50:56,2017-11-07 08:12:50,0 days 03:21:54.000000000,1
91104,3,1,18,280,2017-11-09 05:46:42,2017-11-09 05:56:48,0 days 00:10:06.000000000,1
16502,12,1,8,328,2017-11-08 03:38:38,2017-11-08 03:39:07,0 days 00:00:29.000000000,1
69800,2,1,20,122,2017-11-09 03:11:41,2017-11-09 03:11:55,0 days 00:00:14.000000000,1
69353,12,1,22,497,2017-11-09 13:47:30,2017-11-09 13:48:11,0 days 00:00:41.000000000,1
135992,3,1,36,280,2017-11-07 04:31:01,2017-11-07 07:10:17,0 days 02:39:16.000000000,1
111407,2,1,13,219,2017-11-07 00:58:46,2017-11-07 09:59:25,0 days 09:00:39.000000000,1
40815,26,1,13,266,2017-11-09 04:45:17,2017-11-09 06:23:21,0 days 01:38:04.000000000,1
84869,27,1,23,153,2017-11-09 02:01:27,2017-11-09 02:06:07,0 days 00:04:40.000000000,1
62129,18,1,13,134,2017-11-07 09:03:35,2017-11-07 11:55:09,0 days 02:51:34.000000000,1
68804,26,1,19,121,2017-11-07 09:01:37,2017-11-07 10:05:31,0 days 01:03:54.000000000,1
79857,2,1,47,236,2017-11-08 03:17:57,2017-11-08 03:38:56,0 days 00:20:59.000000000,1
71834,3,1,26,280,2017-11-08 06:48:19,2017-11-08 06:48:51,0 days 00:00:32.000000000,1
30891,18,1,41,107,2017-11-08 02:38:37,2017-11-08 02:49:18,0 days 00:10:41.000000000,1
330590,9,1,19,127,2017-11-09 14:03:13,2017-11-09 14:04:23,0 days 00:01:10.000000000,1
11712,8,1,22,145,2017-11-07 12:30:45,2017-11-07 12:36:58,0 days 00:06:13.000000000,1
48212,12,1,13,265,2017-11-07 06:18:40,2017-11-07 10:24:01,0 days 04:05:21.000000000,1
75825,3,2,5,137,2017-11-07 14:35:15,2017-11-07 14:35:49,0 days 00:00:34.000000000,1
93099,26,1,18,477,2017-11-08 02:46:24,2017-11-08 02:48:25,0 days 00:02:01.000000000,1
35267,12,1,18,259,2017-11-07 12:50:04,2017-11-07 12:51:27,0 days 00:01:23.000000000,1
19757,12,1,32,245,2017-11-07 09:54:01,2017-11-07 09:55:27,0 days 00:01:26.000000000,1
23402,2,1,47,435,2017-11-07 13:34:09,2017-11-07 14:07:42,0 days 00:33:33.000000000,1
70691,17,1,25,280,2017-11-08 06:19:05,2017-11-08 12:13:50,0 days 05:54:45.000000000,1
108925,3,2,19,280,2017-11-08 01:07:10,2017-11-08 12:44:46,0 days 11:37:36.000000000,1
327494,18,1,22,134,2017-11-09 13:31:22,2017-11-09 13:44:15,0 days 00:12:53.000000000,1
73781,9,1,35,442,2017-11-08 13:06:33,2017-11-08 13:07:12,0 days 00:00:39.000000000,1
81009,21,1,13,128,2017-11-09 11:00:16,2017-11-09 13:17:28,0 days 02:17:12.000000000,1
83,27,1,44,122,2017-11-08 10:25:57,2017-11-08 10:48:41,0 days 00:22:44.000000000,1
193006,15,1,19,480,2017-11-09 07:21:30,2017-11-09 08:27:10,0 days 01:05:40.000000000,1
33838,26,1,12,121,2017-11-07 13:09:10,2017-11-07 13:09:38,0 days 00:00:28.000000000,1
61963,3,1,19,280,2017-11-07 03:55:22,2017-11-07 11:47:54,0 days 07:52:32.000000000,1
248946,26,1,19,477,2017-11-09 10:37:13,2017-11-09 10:37:34,0 days 00:00:21.000000000,1
27597,8,1,17,145,2017-11-07 01:28:30,2017-11-07 05:51:29,0 days 04:22:59.000000000,1
5314,18,1,13,439,2017-11-07 03:30:07,2017-11-07 03:33:45,0 days 00:03:38.000000000,1
25588,15,1,19,245,2017-11-09 03:56:08,2017-11-09 04:50:28,0 days 00:54:20.000000000,1
12524,2,1,133,452,2017-11-07 09:21:40,2017-11-07 11:09:56,0 days 01:48:16.000000000,1
24905,12,2,22,178,2017-11-08 11:00:22,2017-11-08 12:17:17,0 days 01:16:55.000000000,1
59240,2,1,13,122,2017-11-07 02:00:20,2017-11-07 02:46:24,0 days 00:46:04.000000000,1
127220,15,1,27,245,2017-11-09 08:43:47,2017-11-09 11:33:07,0 days 02:49:20.000000000,1
99816,13,1,18,469,2017-11-08 07:07:39,2017-11-08 09:24:11,0 days 02:16:32.000000000,1
85948,21,1,19,232,2017-11-09 15:11:28,2017-11-09 15:11:34,0 days 00:00:06.000000000,1
53964,15,1,32,265,2017-11-09 09:27:27,2017-11-09 09:27:42,0 days 00:00:15.000000000,1
101951,3,1,13,480,2017-11-07 08:49:20,2017-11-07 08:49:54,0 days 00:00:34.000000000,1
37111,22,1,13,116,2017-11-09 05:30:04,2017-11-09 10:58:38,0 days 05:28:34.000000000,1
102728,3,1,19,371,2017-11-09 03:13:32,2017-11-09 03:44:09,0 days 00:30:37.000000000,1
73516,15,1,19,111,2017-11-07 11:34:58,2017-11-07 11:35:28,0 days 00:00:30.000000000,1
4382,18,1,13,439,2017-11-07 02:31:04,2017-11-07 02:31:14,0 days 00:00:10.000000000,1
131597,15,1,13,245,2017-11-07 13:02:44,2017-11-07 13:03:20,0 days 00:00:36.000000000,1
71238,15,1,13,278,2017-11-08 08:13:15,2017-11-08 08:14:18,0 days 00:01:03.000000000,1
12725,18,3032,607,107,2017-11-07 05:04:34,2017-11-07 12:04:23,0 days 06:59:49.000000000,1
78515,14,1,25,442,2017-11-08 09:28:11,2017-11-08 09:28:58,0 days 00:00:47.000000000,1
37476,18,1,8,121,2017-11-07 02:48:17,2017-11-07 03:12:04,0 days 00:23:47.000000000,1
84350,12,1,15,265,2017-11-09 00:06:46,2017-11-09 00:08:17,0 days 00:01:31.000000000,1
86198,6,1,15,459,2017-11-08 13:08:04,2017-11-08 13:09:25,0 days 00:01:21.000000000,1
117898,3,2,6,280,2017-11-07 02:36:26,2017-11-07 02:51:05,0 days 00:14:39.000000000,1
77285,18,1,22,107,2017-11-07 12:16:15,2017-11-07 12:16:42,0 days 00:00:27.000000000,1
148167,15,1,13,278,2017-11-08 04:53:16,2017-11-08 08:02:13,0 days 03:08:57.000000000,1
210200,2,1,17,237,2017-11-09 04:42:33,2017-11-09 05:34:17,0 days 00:51:44.000000000,1
202555,11,1,10,122,2017-11-09 07:44:10,2017-11-09 07:45:59,0 days 00:01:49.000000000,1
29510,28,1,6,135,2017-11-07 08:55:29,2017-11-07 08:55:42,0 days 00:00:13.000000000,1
52010,12,1,19,205,2017-11-09 10:24:48,2017-11-09 11:58:05,0 days 01:33:17.000000000,1
39785,26,1,13,477,2017-11-07 03:08:15,2017-11-07 03:10:15,0 days 00:02:00.000000000,1
19091,6,1,19,459,2017-11-07 09:03:10,2017-11-07 09:34:31,0 days 00:31:21.000000000,1
73296,18,1,27,107,2017-11-08 12:27:36,2017-11-08 12:28:45,0 days 00:01:09.000000000,1
18532,3,1,13,211,2017-11-08 04:04:06,2017-11-08 08:17:22,0 days 04:13:16.000000000,1
127351,9,1,25,107,2017-11-06 22:28:05,2017-11-06 22:30:00,0 days 00:01:55.000000000,1
338996,23,1,19,153,2017-11-08 14:13:25,2017-11-08 14:14:19,0 days 00:00:54.000000000,1
73516,12,2,37,259,2017-11-09 09:38:58,2017-11-09 10:56:07,0 days 01:17:09.000000000,1
188600,3,1,18,452,2017-11-08 03:13:23,2017-11-08 03:16:05,0 days 00:02:42.000000000,1
57696,15,1,32,315,2017-11-09 15:52:40,2017-11-09 15:54:19,0 days 00:01:39.000000000,1
72321,15,1,13,245,2017-11-08 16:26:43,2017-11-08 16:49:53,0 days 00:23:10.000000000,1
87179,15,1,3,430,2017-11-07 10:53:11,2017-11-07 11:09:15,0 days 00:16:04.000000000,1
9880,3,1,13,137,2017-11-09 12:15:19,2017-11-09 12:16:42,0 days 00:01:23.000000000,1
98435,18,1,17,107,2017-11-09 05:43:05,2017-11-09 05:46:24,0 days 00:03:19.000000000,1
181199,3,1,14,280,2017-11-07 07:14:32,2017-11-07 08:50:25,0 days 01:35:53.000000000,1
13684,2,1,20,219,2017-11-06 21:20:54,2017-11-06 21:23:36,0 days 00:02:42.000000000,1
67776,12,1,13,245,2017-11-08 10:09:00,2017-11-08 10:42:59,0 days 00:33:59.000000000,1
105560,12,1,6,245,2017-11-09 07:04:38,2017-11-09 12:53:30,0 days 05:48:52.000000000,1
18753,3,1,8,280,2017-11-09 14:44:34,2017-11-09 14:45:09,0 days 00:00:35.000000000,1
228357,17,1,18,280,2017-11-07 06:44:23,2017-11-07 06:44:54,0 days 00:00:31.000000000,1
116935,2,1,13,237,2017-11-07 01:42:54,2017-11-07 13:33:10,0 days 11:50:16.000000000,1
71367,64,1,20,459,2017-11-07 11:56:59,2017-11-07 14:45:26,0 days 02:48:27.000000000,1
112061,3,1,11,402,2017-11-08 13:14:27,2017-11-08 13:15:34,0 days 00:01:07.000000000,1
100226,3,1,15,137,2017-11-08 05:42:12,2017-11-08 05:42:49,0 days 00:00:37.000000000,1
103147,12,1,19,140,2017-11-08 15:07:27,2017-11-08 15:38:58,0 days 00:31:31.000000000,1
27469,12,1,40,265,2017-11-08 12:47:48,2017-11-08 12:49:06,0 days 00:01:18.000000000,1
44175,17,1,19,356,2017-11-07 04:35:16,2017-11-07 04:36:55,0 days 00:01:39.000000000,1
353713,3,1,13,480,2017-11-08 12:16:55,2017-11-08 12:18:26,0 days 00:01:31.000000000,1
87879,1,2,13,178,2017-11-08 02:50:31,2017-11-08 02:51:07,0 days 00:00:36.000000000,1
71687,2,1,19,477,2017-11-06 22:35:43,2017-11-06 22:36:55,0 days 00:01:12.000000000,1
98286,14,1,13,379,2017-11-07 04:15:19,2017-11-07 04:15:30,0 days 00:00:11.000000000,1
35845,2,1,19,435,2017-11-09 15:08:48,2017-11-09 15:12:05,0 days 00:03:17.000000000,1
108437,15,1,19,386,2017-11-08 11:55:36,2017-11-08 12:04:05,0 days 00:08:29.000000000,1
108858,18,1,22,107,2017-11-09 12:18:13,2017-11-09 12:20:28,0 days 00:02:15.000000000,1
9376,26,1,18,121,2017-11-07 05:17:07,2017-11-07 05:18:57,0 days 00:01:50.000000000,1
62094,2,1,20,435,2017-11-09 11:01:35,2017-11-09 12:22:05,0 days 01:20:30.000000000,1
190924,3,1,19,137,2017-11-09 04:59:16,2017-11-09 06:23:31,0 days 01:24:15.000000000,1
151757,14,1,12,442,2017-11-07 09:15:53,2017-11-07 11:36:08,0 days 02:20:15.000000000,1
43793,18,3032,607,107,2017-11-09 04:55:08,2017-11-09 06:18:04,0 days 01:22:56.000000000,1
191972,12,1,19,178,2017-11-07 17:59:16,2017-11-07 18:01:18,0 days 00:02:02.000000000,1
5503,3,1,30,409,2017-11-07 06:41:09,2017-11-07 06:41:44,0 days 00:00:35.000000000,1
77610,8,1,26,145,2017-11-08 02:17:22,2017-11-08 10:10:38,0 days 07:53:16.000000000,1
133522,8,2,19,145,2017-11-08 23:38:35,2017-11-09 10:08:03,0 days 10:29:28.000000000,1
117157,9,1,13,134,2017-11-08 13:31:39,2017-11-08 15:01:18,0 days 01:29:39.000000000,1
69017,9,1,3,244,2017-11-07 11:59:17,2017-11-07 13:17:54,0 days 01:18:37.000000000,1
36741,3,1,49,173,2017-11-07 11:04:12,2017-11-07 11:08:41,0 days 00:04:29.000000000,1
152714,18,1,13,449,2017-11-08 00:20:32,2017-11-08 01:05:27,0 days 00:44:55.000000000,1
5348,12,1,13,178,2017-11-09 01:52:45,2017-11-09 03:29:14,0 days 01:36:29.000000000,1
26849,18,1,41,134,2017-11-07 07:17:08,2017-11-07 10:00:35,0 days 02:43:27.000000000,1
122517,1,1,19,124,2017-11-07 05:47:55,2017-11-07 07:09:32,0 days 01:21:37.000000000,1
110500,2,1,19,237,2017-11-09 10:32:49,2017-11-09 10:50:56,0 days 00:18:07.000000000,1
68355,2,1,35,469,2017-11-06 16:49:04,2017-11-06 17:23:30,0 days 00:34:26.000000000,1
46516,3,1,22,379,2017-11-09 05:56:18,2017-11-09 06:52:41,0 days 00:56:23.000000000,1
75657,3,1,18,280,2017-11-07 05:11:11,2017-11-07 05:14:40,0 days 00:03:29.000000000,1
28011,13,1,19,477,2017-11-09 15:23:43,2017-11-09 15:24:47,0 days 00:01:04.000000000,1
4052,23,1,41,153,2017-11-09 08:48:04,2017-11-09 08:48:41,0 days 00:00:37.000000000,1
32697,15,1,13,265,2017-11-07 23:12:22,2017-11-07 23:12:24,0 days 00:00:02.000000000,1
55109,2,1,26,236,2017-11-08 03:46:41,2017-11-08 04:08:19,0 days 00:21:38.000000000,1
41200,2,1,13,477,2017-11-08 02:07:38,2017-11-08 03:07:02,0 days 00:59:24.000000000,1
73487,3,2,17,153,2017-11-09 02:31:11,2017-11-09 02:38:10,0 days 00:06:59.000000000,1
305535,1,1,13,115,2017-11-08 09:15:52,2017-11-08 09:18:15,0 days 00:02:23.000000000,1
20112,18,1,22,107,2017-11-07 03:58:33,2017-11-07 07:25:01,0 days 03:26:28.000000000,1
13634,2,2,41,236,2017-11-08 01:57:51,2017-11-08 02:24:50,0 days 00:26:59.000000000,1
45702,3,1,19,379,2017-11-07 08:28:06,2017-11-07 08:29:36,0 days 00:01:30.000000000,1
9360,3,1,18,480,2017-11-07 14:23:02,2017-11-07 14:37:08,0 days 00:14:06.000000000,1
2180,3,1,22,480,2017-11-07 17:03:31,2017-11-08 02:27:05,0 days 09:23:34.000000000,1
57223,1,1,19,377,2017-11-07 12:33:13,2017-11-07 15:34:32,0 days 03:01:19.000000000,1
4946,3,1,19,137,2017-11-08 15:02:21,2017-11-08 15:03:23,0 days 00:01:02.000000000,1
91821,18,1,18,107,2017-11-07 02:53:32,2017-11-07 03:20:17,0 days 00:26:45.000000000,1
73516,15,1,13,278,2017-11-09 00:33:54,2017-11-09 09:47:24,0 days 09:13:30.000000000,1
73954,15,1,13,245,2017-11-07 05:59:17,2017-11-07 14:10:32,0 days 08:11:15.000000000,1
67188,43,1,18,330,2017-11-08 02:00:14,2017-11-08 06:36:02,0 days 04:35:48.000000000,1
48282,18,1,13,107,2017-11-08 01:33:08,2017-11-08 02:28:21,0 days 00:55:13.000000000,1
44595,4,2,13,101,2017-11-09 10:55:30,2017-11-09 10:56:27,0 days 00:00:57.000000000,1
40631,3,1,13,280,2017-11-08 13:44:58,2017-11-08 13:45:40,0 days 00:00:42.000000000,1
33843,3,1,22,280,2017-11-08 11:31:29,2017-11-08 11:36:04,0 days 00:04:35.000000000,1
63309,9,1,31,442,2017-11-07 04:31:18,2017-11-07 04:35:26,0 days 00:04:08.000000000,1
73487,3,1,13,153,2017-11-07 02:36:55,2017-11-07 08:07:45,0 days 05:30:50.000000000,1
114276,3,1,10,489,2017-11-09 01:04:10,2017-11-09 04:14:41,0 days 03:10:31.000000000,1
40342,3,1,19,280,2017-11-07 23:53:09,2017-11-08 01:17:53,0 days 01:24:44.000000000,1
102206,18,1,13,134,2017-11-09 15:07:10,2017-11-09 15:08:41,0 days 00:01:31.000000000,1
112553,3,1,4,280,2017-11-09 10:55:41,2017-11-09 10:56:17,0 days 00:00:36.000000000,1
48170,3,1,41,280,2017-11-07 00:56:25,2017-11-07 12:46:42,0 days 11:50:17.000000000,1
29898,19,109,29,213,2017-11-07 00:35:27,2017-11-07 00:36:36,0 days 00:01:09.000000000,1
88753,14,1,13,463,2017-11-09 01:49:45,2017-11-09 01:50:57,0 days 00:01:12.000000000,1
18007,18,1,20,107,2017-11-06 23:59:49,2017-11-07 00:03:46,0 days 00:03:57.000000000,1
73168,9,1,19,442,2017-11-07 01:09:18,2017-11-07 01:09:58,0 days 00:00:40.000000000,1
104568,3,1,8,211,2017-11-09 04:38:43,2017-11-09 05:48:42,0 days 01:09:59.000000000,1
211924,12,1,19,245,2017-11-07 22:43:50,2017-11-07 22:52:57,0 days 00:09:07.000000000,1
86057,11,1,26,325,2017-11-09 07:55:59,2017-11-09 07:56:31,0 days 00:00:32.000000000,1
77318,14,1,19,480,2017-11-06 22:50:43,2017-11-07 13:54:39,0 days 15:03:56.000000000,1
92852,12,1,19,326,2017-11-07 03:04:08,2017-11-07 03:20:46,0 days 00:16:38.000000000,1
73275,2,1,12,236,2017-11-09 09:54:24,2017-11-09 11:58:16,0 days 02:03:52.000000000,1
165541,9,1,19,442,2017-11-09 07:22:07,2017-11-09 13:58:47,0 days 06:36:40.000000000,1
9277,47,1,15,484,2017-11-07 10:25:43,2017-11-07 10:26:17,0 days 00:00:34.000000000,1
31996,18,1,13,107,2017-11-09 00:57:19,2017-11-09 01:05:31,0 days 00:08:12.000000000,1
44231,3,1,19,452,2017-11-07 14:18:26,2017-11-07 14:24:37,0 days 00:06:11.000000000,1
82973,3,1,27,480,2017-11-09 06:52:49,2017-11-09 06:53:20,0 days 00:00:31.000000000,1
36213,15,1,19,386,2017-11-09 06:22:41,2017-11-09 07:16:35,0 days 00:53:54.000000000,1
140297,26,1,9,121,2017-11-08 01:01:04,2017-11-08 01:01:39,0 days 00:00:35.000000000,1
102235,3,1,17,280,2017-11-07 03:25:51,2017-11-07 04:04:33,0 days 00:38:42.000000000,1
59793,15,1,22,480,2017-11-06 23:30:02,2017-11-07 11:54:02,0 days 12:24:00.000000000,1
16067,2,1,13,477,2017-11-09 04:28:47,2017-11-09 04:57:13,0 days 00:28:26.000000000,1
79909,15,1,13,245,2017-11-07 02:06:47,2017-11-07 02:08:00,0 days 00:01:13.000000000,1
42289,18,1,19,121,2017-11-07 10:13:16,2017-11-07 11:36:49,0 days 01:23:33.000000000,1
103236,11,1,19,173,2017-11-07 00:50:40,2017-11-07 01:00:29,0 days 00:09:49.000000000,1
122460,2,1,19,219,2017-11-08 08:25:31,2017-11-08 08:39:23,0 days 00:13:52.000000000,1
69505,9,1,19,334,2017-11-08 15:45:59,2017-11-08 15:46:30,0 days 00:00:31.000000000,1
108230,18,1,25,134,2017-11-09 10:52:34,2017-11-09 10:56:37,0 days 00:04:03.000000000,1
64049,3,1,12,280,2017-11-08 05:19:29,2017-11-08 05:20:52,0 days 00:01:23.000000000,1
177290,64,1,13,459,2017-11-09 05:21:32,2017-11-09 11:02:04,0 days 05:40:32.000000000,1
58842,7,1,13,101,2017-11-09 15:34:01,2017-11-09 15:35:11,0 days 00:01:10.000000000,1
54368,15,1,19,245,2017-11-08 01:04:21,2017-11-08 01:50:29,0 days 00:46:08.000000000,1
116740,2,1,31,477,2017-11-07 15:02:36,2017-11-07 15:03:12,0 days 00:00:36.000000000,1
23668,8,1,19,145,2017-11-08 08:43:02,2017-11-08 08:45:57,0 days 00:02:55.000000000,1
73516,15,1,14,386,2017-11-08 04:40:19,2017-11-08 04:40:32,0 days 00:00:13.000000000,1
52676,2,1,32,477,2017-11-09 04:48:27,2017-11-09 04:48:36,0 days 00:00:09.000000000,1
3167,3,1,49,280,2017-11-09 08:37:00,2017-11-09 08:45:36,0 days 00:08:36.000000000,1
102475,9,1,1,466,2017-11-07 02:53:43,2017-11-07 02:54:15,0 days 00:00:32.000000000,1
149141,22,1,13,116,2017-11-06 18:32:52,2017-11-07 01:25:49,0 days 06:52:57.000000000,1
119345,2,1,37,377,2017-11-08 07:49:48,2017-11-08 07:53:15,0 days 00:03:27.000000000,1
188950,12,1,53,205,2017-11-07 17:19:36,2017-11-08 07:09:23,0 days 13:49:47.000000000,1
133012,28,1,19,135,2017-11-08 16:03:57,2017-11-08 16:05:28,0 days 00:01:31.000000000,1
138561,9,1,11,215,2017-11-09 01:49:30,2017-11-09 02:06:38,0 days 00:17:08.000000000,1
14672,12,2,36,265,2017-11-07 08:20:41,2017-11-07 13:18:03,0 days 04:57:22.000000000,1
53733,1,1,19,134,2017-11-07 00:59:22,2017-11-07 09:03:11,0 days 08:03:49.000000000,1
133522,12,1,13,497,2017-11-09 08:57:48,2017-11-09 08:58:43,0 days 00:00:55.000000000,1
14217,18,1,17,134,2017-11-07 04:23:23,2017-11-07 12:07:37,0 days 07:44:14.000000000,1
79821,15,1,19,315,2017-11-07 14:14:12,2017-11-07 14:15:09,0 days 00:00:57.000000000,1
97327,2,1,17,243,2017-11-07 00:56:00,2017-11-07 00:59:13,0 days 00:03:13.000000000,1
63137,18,1,8,134,2017-11-07 08:37:17,2017-11-07 08:44:56,0 days 00:07:39.000000000,1
32643,2,1,19,237,2017-11-08 03:46:03,2017-11-08 04:23:03,0 days 00:37:00.000000000,1
12413,14,1,13,123,2017-11-06 17:49:14,2017-11-06 17:49:57,0 days 00:00:43.000000000,1
107246,13,1,19,477,2017-11-07 15:16:16,2017-11-07 15:16:57,0 days 00:00:41.000000000,1
49431,9,1,13,215,2017-11-09 10:04:21,2017-11-09 10:05:08,0 days 00:00:47.000000000,1
250363,12,1,19,245,2017-11-07 09:36:43,2017-11-07 09:36:52,0 days 00:00:09.000000000,1
21498,15,1,32,480,2017-11-07 00:40:31,2017-11-07 08:19:37,0 days 07:39:06.000000000,1
53964,1,1,36,153,2017-11-09 13:31:51,2017-11-09 13:32:20,0 days 00:00:29.000000000,1
792,12,1,19,178,2017-11-08 11:31:12,2017-11-08 12:05:56,0 days 00:34:44.000000000,1
44980,2,1,19,317,2017-11-08 23:10:07,2017-11-09 04:55:12,0 days 05:45:05.000000000,1
8180,3,1,19,280,2017-11-07 10:16:38,2017-11-07 13:37:20,0 days 03:20:42.000000000,1
142171,18,1,17,439,2017-11-08 12:58:34,2017-11-08 12:59:47,0 days 00:01:13.000000000,1
41229,2,1,13,477,2017-11-09 12:36:01,2017-11-09 12:39:41,0 days 00:03:40.000000000,1
116644,14,1,6,379,2017-11-08 08:46:50,2017-11-08 08:52:32,0 days 00:05:42.000000000,1
5044,18,1,41,107,2017-11-08 10:09:19,2017-11-08 10:21:52,0 days 00:12:33.000000000,1
256018,3,1,13,442,2017-11-07 14:40:08,2017-11-07 14:40:58,0 days 00:00:50.000000000,1
69449,15,1,19,245,2017-11-07 00:55:44,2017-11-07 02:01:36,0 days 01:05:52.000000000,1
10987,9,1,13,134,2017-11-08 04:11:39,2017-11-08 04:11:54,0 days 00:00:15.000000000,1
123721,2,1,19,236,2017-11-07 08:40:34,2017-11-07 09:02:53,0 days 00:22:19.000000000,1
14792,3,1,37,280,2017-11-07 15:38:35,2017-11-07 15:38:45,0 days 00:00:10.000000000,1
54841,12,1,10,265,2017-11-09 03:13:49,2017-11-09 03:14:47,0 days 00:00:58.000000000,1
50512,15,1,19,3,2017-11-06 22:24:53,2017-11-07 01:45:20,0 days 03:20:27.000000000,1
37490,3,1,19,137,2017-11-08 06:57:30,2017-11-08 12:14:46,0 days 05:17:16.000000000,1
50371,3,1,17,280,2017-11-09 10:00:04,2017-11-09 14:06:03,0 days 04:05:59.000000000,1
24905,14,1,13,379,2017-11-08 15:09:08,2017-11-08 15:10:46,0 days 00:01:38.000000000,1
37490,18,1,10,107,2017-11-09 13:51:53,2017-11-09 13:54:49,0 days 00:02:56.000000000,1
121099,9,1,19,107,2017-11-07 07:26:19,2017-11-07 09:07:31,0 days 01:41:12.000000000,1
188581,20,1,13,259,2017-11-09 06:59:11,2017-11-09 07:00:04,0 days 00:00:53.000000000,1
15661,2,1,23,236,2017-11-06 16:37:20,2017-11-07 13:27:33,0 days 20:50:13.000000000,1
40616,17,1,19,280,2017-11-08 04:51:37,2017-11-08 14:10:10,0 days 09:18:33.000000000,1
28140,2,1,41,212,2017-11-07 13:15:01,2017-11-07 13:22:03,0 days 00:07:02.000000000,1
98084,3,1,13,19,2017-11-08 10:16:52,2017-11-08 11:54:23,0 days 01:37:31.000000000,1
88212,2,1,13,122,2017-11-06 23:35:17,2017-11-07 04:19:40,0 days 04:44:23.000000000,1
121368,2,1,13,435,2017-11-08 23:23:37,2017-11-08 23:24:35,0 days 00:00:58.000000000,1
6681,23,1,13,153,2017-11-08 06:42:17,2017-11-08 06:45:22,0 days 00:03:05.000000000,1
326957,3,1,48,173,2017-11-07 03:13:07,2017-11-07 03:21:46,0 days 00:08:39.000000000,1
64663,23,1,20,153,2017-11-07 02:06:15,2017-11-07 02:38:53,0 days 00:32:38.000000000,1
210631,9,1,13,134,2017-11-08 23:13:05,2017-11-09 00:16:41,0 days 01:03:36.000000000,1
111025,15,1,18,245,2017-11-07 14:12:51,2017-11-07 14:22:41,0 days 00:09:50.000000000,1
134466,13,1,15,477,2017-11-08 07:05:29,2017-11-08 07:08:32,0 days 00:03:03.000000000,1
118903,14,1,10,467,2017-11-07 05:20:06,2017-11-07 08:34:12,0 days 03:14:06.000000000,1
67407,3,1,13,153,2017-11-08 07:44:29,2017-11-08 14:14:38,0 days 06:30:09.000000000,1
19234,25,1,13,259,2017-11-07 00:55:15,2017-11-07 05:32:53,0 days 04:37:38.000000000,1
38171,18,3032,607,107,2017-11-07 07:16:19,2017-11-07 07:20:04,0 days 00:03:45.000000000,1
138061,12,1,13,265,2017-11-09 03:23:44,2017-11-09 03:24:03,0 days 00:00:19.000000000,1
359961,3,1,19,379,2017-11-09 09:40:57,2017-11-09 09:41:32,0 days 00:00:35.000000000,1
8599,26,1,19,121,2017-11-09 07:21:43,2017-11-09 07:23:56,0 days 00:02:13.000000000,1
7243,1,1,13,124,2017-11-07 03:57:11,2017-11-07 04:01:55,0 days 00:04:44.000000000,1
318233,21,1,19,128,2017-11-07 10:17:52,2017-11-07 10:18:30,0 days 00:00:38.000000000,1
114276,3,1,17,280,2017-11-07 23:13:23,2017-11-07 23:13:48,0 days 00:00:25.000000000,1
105649,15,1,13,245,2017-11-08 12:45:06,2017-11-08 12:45:39,0 days 00:00:33.000000000,1
90863,18,1,19,134,2017-11-08 03:30:58,2017-11-08 04:59:15,0 days 01:28:17.000000000,1
